term,pos,comment,is_case_sensitive,en,comment_en
བསོད་ནམས་ འོད་ཟེར,,person-Puṇyaraśmi,yes,Puṇyaraśmi,An ancient king.
བསོད་ནམས་ འོད་ཟེར,,person-Puṇyaraśmi,yes,Puṇyaraśmi,
བསོད་ནམས་ འོད,,person-—,yes,Meritorious Light,A bodhisattva.
བསོད་ནམས་ འོད,,person-Puṇya­prabha,yes,Puṇya­prabha,An upāsaka in Dhanyākara.
བསོད་ནམས་ འོད,,place-Puṇyābha,yes,Puṇyābha,One of the gods’ realms; also used as the name of the gods living there.
བསོད་ནམས་ རབ་ཏུ་ སྣང་ དཔལ་ ཞི་བ་ -འི་ དཔལ,,person-Puṇya­prabhāsa­śri­śānta­śrī,yes,Puṇya­prabhāsa­śri­śānta­śrī,The sixty-ninth buddha in a kalpa in the distant past. BHS in verse: Puṇya­prabhāsa­śiri­śānta­śirī.
བསོད་ནམས་ རི་བོ་ -འི་ གཟི་བརྗིད,,person-—,yes,Splendor of Immense Merit,A bodhisattva.
བསོད་ནམས་ རི་བོ་ -འི་ གཟི་བརྗིད,,person-Puṇya­parvata­tejas,yes,Puṇya­parvata­tejas,A bodhisattva present in Śrāvastī.
བསོད་ནམས་ རི་བོ་ -ས་ འཕགས་པ,,person-Puṇya­sumerūdgata,yes,Puṇya­sumerūdgata,A bodhisattva present in Śrāvastī.
བསོད་ནམས་ རི་རབ་ འཕགས,,person-—,yes,Noble Merit Like Mount Meru,A bodhisattva.
བསོད་ནམས་ རི་རབ,,person-Puṇya­sumeru,yes,Puṇya­sumeru,A buddha in the distant past.
བསོད་ནམས་ སུ་ ཉེ་བར་ འགྲོ་བ,,term-puṇyopaga,yes,That which leads to meritorious states,Of formations and modes of consciousness that lead to rebirth in pleasant states within the desire realm.
བསོད་ནམས་ སྐྱེས,,place-Puṇyaprasava,yes,Heaven of Increased Merit,The eleventh heaven of the form realm.
བསོད་ནམས་ སྐྱེས,,place-Puṇyaprasava,yes,Born from Merit,Third of three heavens of gods on the fourth concentration level.
བསོད་ནམས་ སྐྱེས,,place-Puṇyaprasava,yes,Heaven of Increased Merit,The second level of the fourth concentration.
བསོད་ནམས་ སྐྱེས,,place-Puṇyaprasava,yes,Heaven Born from Merit,"The eleventh of the heavens of the form realm. Rebirth there is the karmic result of accomplishing the third or, according to the Mvy, fourth meditative absorption. See also note https://read.84000.co/translation/UT22084-072-007.html#UT22084-072-007-271."
བསོད་ནམས་ སྐྱེས,,place-Punyaprasava,yes,Increasing Merit,"One of the heavens of Buddhist cosmology, second of three levels of the fourth dhyāna realm."
བསོད་ནམས་ སྐྱེས,,place-puṇyaprasava,yes,Increased Merit Heaven,
བསོད་ནམས་ སྐྱེས,,place-Puṇyaprasava,yes,Heaven of Increased Merit,
བསོད་ནམས་ སྒྲོན་མ་ ཕུན་སུམ་ ཚོགས་པ་ ཀུན་ ནས་ དཔལ་ གྱི་ འོད,,person-Puṇya­pradīpa­saṃpatketu­prabhā,yes,Puṇya­pradīpa­saṃpatketu­prabhā,"A bodhimaṇḍa goddess in a world in the eastern direction in a past kalpa, a previous life of the night goddess Praśanta­ruta­sāgara­vatī."
བསོད་ནམས་ སྒྲོན་མ་ ཕུན་སུམ་ ཚོགས་པ་ ཀུན་ ནས་ དཔལ་ གྱི་ འོད,,person-Puṇya­pradīpa­saṃpatsamanta­ketu­prabhā,yes,Puṇya­pradīpa­saṃpatsamanta­ketu­prabhā,"A bodhi-tree goddess, a past life of Praśanta­ruta­sāgara­vatī."
བསོད་ནམས་ སྒྲོན་མ་ -འི་ རྒྱལ་མཚན,,person-Puṇya­pradīpa­dhvaja,yes,Puṇya­pradīpa­dhvaja,A buddha in the distant past.
བསོད་ནམས་ སྣ་ཚོགས་ ཀྱི་ སྤྲིན,,person-Puṇya­megha­cūḍa,yes,Puṇya­megha­cūḍa,One of countless buddhas in a past kalpa.
བསོད་ནམས,,term-puṇya,yes,Merit,An accumulation of positive karma that ripens into a positive result.
བསོད་ནམས,,term-puṇya,yes,Merit,"Merit refers to the wholesome tendencies imprinted in the mind as a result of positive and skillful thoughts, words, and actions that ripen in the experience of happiness and well-being. According to the Greater Vehicle, it is important to dedicate the merit of one’s wholesome actions to the benefit of all sentient beings, ensuring that others also experience the results of the positive actions generated. (See also note https://read.84000.co/translation/UT22084-031-002.html#UT22084-031-002-2078)."
བསོད་ནམས,,term-puṇya,yes,Merit,
བསོད་ནམས,,term-puṇya,yes,Merit,Positive activity that is conducive to happiness and freedom from suffering; the resulting spiritual momentum that enables one to progress on the path.
བསོད་ནམས,,term-puṇya,yes,Merit,"Virtuous thoughts, words, and actions that produce positive results, or merit. In Mahāyāna practice, these are to be dedicated for the benefit of all sentient beings. Also rendered here as “meritorious deeds.”"
བསོད་ནམས,,term-puṇya,yes,Meritorious deeds,See “merit.”
བསོད་ནམས,,term-puṇya,yes,Merit,"Virtuous thoughts, words, and actions that produce positive results, or merit. In Mahāyāna practice, these are to be dedicated for the benefit of all sentient beings."
བསོད་ནམས,,term-puṇya,yes,Merit,The karmic potential that accumulates through good actions and which in the future results in happiness and good fortune.
བསོད་ནམས,,term-puṇya,yes,Merit,"In this text, merit is established as the most prized possession of human beings, more than good looks, diligence, artistry, and insight. In Buddhism more generally, merit refers to the wholesome tendencies imprinted in the mind as a result of positive and skillful thoughts, words, and actions that ripen in the experience of happiness and well-being. According to the Mahāyāna, it is important to dedicate the merit of one’s wholesome actions to the benefit of all sentient beings, ensuring that others also experience the results of the positive actions generated."
བསོད་ནམས,,term-puṇya,yes,Merit,
བསོད་ནམས,,place-Puṇḍra,yes,Puṇḍra,"The one-time capital city of Gauḍa, corresponding to the modern Mahasthan in Bangladesh. See note https://read.84000.co/translation/UT22084-088-038.html#UT22084-088-038-7156."
བསོད་ནམས,,term-puṇya,yes,Merit,"Wholesome tendencies imprinted in the mind as a result of positive and skillful thoughts, words, and actions that ripen in the experience of happiness and well-being. According to the Mahāyāna, it is important to dedicate the merit of one’s wholesome actions to the benefit of all sentient beings, ensuring that others also experience the results generated by the positive actions."
བསོད་ནམས,,term-puṇya,yes,Merit,Positive activity that is conducive to happiness and freedom from suffering.
བསོད་ སྐྱབས,,person-Kāśyapa,yes,Kāśyapa,"The third buddha in the present Bhadra kalpa who preceded Śākyamuni. Also called Mahākāśyapa. The common translation, including in the Mahāvyutpatti, is ’od srung."
བསོད་སྙོམས་ ལེན,,person-Piṇḍola,yes,Piṇḍola,One of the śrāvakas attending the delivery of the MMK.
བསོད་སྙོམས,,person-Piṇḍola,yes,Piṇḍola,"Another name of Piṇḍola­bharadvāja, a disciple of the Buddha."
བསོན་ ནམས་ འོད,,person-Puṇyābha,yes,Puṇyābha,One of the tathāgatas attending the delivery of the MMK; a bodhisattva (possibly a short version of the name Svabhāva­puṇyābha).
བསྐལ་པ་ བཟང་པོ,,term-bhadra­kalpa,yes,Auspicious Eon,"Name of the present eon of time, during which one thousand buddhas appear in succession, Śākyamuni being the fourth and Maitreya the fifth."
བསྐལ་པ་ བཟང་པོ,,term-bhadrakalpa,yes,Fortunate Eon,The name of our current eon.
བསྐལ་པ་ བཟང་པོ,,term-bhadrakalpa,yes,Good Eon,The name of our present eon.
བསྐལ་པ་ བཟང་པོ,,term-bhadrakalpa,yes,Good Eon,"An epithet of our current eon, so-called because one thousand buddhas are prophesied to appear during this time."
བསྐལ་པ་ བཟང་པོ,,term-bhadrakalpa,yes,Excellent Eon,A cosmological era that has buddhas appear in it.
བསྐལ་པ་ བཟང་པོ,,term-bhadrakalpa,yes,Fortunate eon,"The name of the current eon, so-called because one thousand buddhas are prophesied to appear during this time."
བསྐལ་པ་ བྱེ་བ་ གྲངས་མེད་ པར་བྱང་ ཆུབ་ ཡང་དག་པ་ -ར་ བསྒྲུབས་པ,,person-—,yes,He Who Attained Awakening after Countless Millions of Eons,The name of a buddha in the northeastern direction.
བསྐལ་པ་ མཐའ་ཡས་པ་ -ར་ གོ་ཆ་ བགོས་པ,,person-—,yes,Bearer of the Armor for Infinite Eons,A great bodhisattva.
བསྐལ་པ་ -འི་ སྙིང་པོ,,term-—,yes,Essential,The name of an eon.
བསྐྲུན་པ་ -འི་ སྟག,,person-Aupagama,yes,Aupagama,One of the future buddhas of this kalpa.
བསྒྱིངས་པ་ ཆེན་པོ་ -འི་ སྟོབས,,person-—,yes,Great Powerful Poise,A bodhisattva.
བསྒྱིངས་པ,,person-Aṭopa,yes,Aṭopa,An unvirtuous nāga king.
བསྒྲགས་པ,,person-—,yes,Renown,A great bodhisattva.
བསྒྲིབས་པ་ ཐམས་ཅད་ རྣམ་པ་ -ར་ འཐོར་བ་ -འི་ ཡེ་ཤེས་ ཀྱིས་ རྣམ་པ་ -ར་ ནོན་པ,,person-Sarvāvaraṇa­vikiraṇa­jñāna­vikrāmin,yes,Sarvāvaraṇa­vikiraṇa­jñāna­vikrāmin,A bodhisattva from a buddha realm in the downward direction. Also called Sarvāvaraṇa­vikiraṇa­jñāna­vikrānta­rāja.
བསྒྲིབས་པ་ མེད་པ་ -འི་ ཡེ་ཤེས་ རྣམ་པ་ -ར་ དག་པ་ -འི་ དཔལ་ གྱི་ སྙིང་པོ,,person-Anāvaraṇa­jñāna­viśuddhi­garbha,yes,Anāvaraṇa­jñāna­viśuddhi­garbha,A bodhisattva mahāsattva.
བསྒྲིབས་པ་ མེད་པ་ -ར་ གཟིགས་པ,,person-Anāvaraṇa­darśin,yes,Anāvaraṇa­darśin,One of the future buddhas of this kalpa.
བསྒྲུབ་བྱ,,term-sādhya,yes,One to be accomplished,"This is the object of ritual accomplishment, whatever is the focus and/or the goal of ritual activity. Also translated “target.”"
བསྔགས་ ལྡན་ སླར་ བཏང་བ,,place-—,yes,Kanthaka’s Return,A shrine built to commemorate the Buddha’s going forth.
བསྔགས་ ལྡན,,person-Kaṇṭhaka,yes,Kaṇṭhaka,
བསྔོ་བ,,term-pariṇāma,yes,Dedicate the merit,"Transformation; in the context of a sādhana, this is the dedication of merit."
བསྙེན་ དགའ་བོ,,person-Upananda,yes,Upananda,"One of the main nāga kings, usually associated with the nāga king Nanda."
བསྙེན་ དགའ་བོ,,person-Upananda,yes,Upananda,Name of a nāga king.
བསྙེན་པ་ -ར་ དཀའ་བ་ -འི་ བློ,,person-—,yes,Intellect Hard to Approach,A bodhisattva.
བསྙེན་པ་ -ར་ རྫོགས་པ,,term-upasaṃpadā,yes,Full ordination,The formal term for granting orders and confirming a candidate as a bhikṣu or bhikṣuṇī.
བསྟན་པ་ ཚེ་རིང,,person-—,yes,Tenpa Tsering,(1678–1738). King of Degé.
བསྟན་འགྱུར,,term-—,yes,Tengyur,
བསྟིར་མེད་པ་ ཆེན་པོ,,place-mahāvīci,yes,Great Avīci Hell,The lowest of all hell realms.
བསྟིར་མེད,,place-Avīci,yes,Avīci,"The lowest hell, translated in two different ways within the sūtra and in the Mahāvyutpatti concordance, although mnar med became the standard form."
བསྟུལ་ ཞུགས,,term-vrata; saṃvara,yes,Disciplined conduct,
བསྟོད་འོས,,person-Stavārha,yes,Stavārha,A self-awakened one in the future.
བསྡམས་པ་ -ར་ རྒྱུ་བ,,place-—,yes,Controlled Movement,One of the twenty-seven realms of the Heaven Free from Strife.
བསྡུ་བ,,term-saṃgraha,yes,Means of attraction,"The means of attracting disciples: generosity, pleasant speech, beneficial conduct, and conduct that accords with the wishes of disciples."
བསྡུ་བ་ -འི་ དངོས་པོ་ བཞི,,term-catuḥ­saṃgraha­vastu,yes,Four attractive qualities of a bodhisattva,See note https://read.84000.co/translation/UT22084-031-002.html#UT22084-031-002-1941.
བསྡུ་བ་ -འི་ དངོས་པོ་ བཞི,,term-catvāri saṃgrahavastūni,yes,Four means of attraction,"Buddhas attract disciples through generosity, speaking pleasantly, consistency in action, and acting altruistically."
བསྡུ་བ་ -འི་ དངོས་པོ,,term-saṃgrahavastu,yes,Modes of attraction,The four modes for attracting people to the Dharma: giving (dāna); pleasant speech (priyavaditā); accomplishment of the aims (of others) by teaching Dharma (arthacaryā); and consistency of behavior with the teaching (samānārthatā).
བསྡུ་བ་ -འི་ དངོས་པོ,,term-saṃgrahavastu,yes,Means of attraction,"This is generally given as a list of four qualities or methods for attracting students: generosity, kind talk, meaningful actions, and practicing what one preaches."
